cantidad;Product ID;Cliente ID;Fecha;Envío;Método de pago;Recargo;Orden ID; Precio ;Orden; Mas envio ;Mas recargo;Precio Final
20;P097;C064;13/7/2025;No;Efectivo;No; O0845 ; $ 4.271 ; $ 85.426 ; $ -   ; $ -   ; $ 85.426 
5;P006;C064;13/7/2025;Si;Efectivo;No; O0850 ; $ 2.563 ; $ 12.814 ; $ 2.000 ; $ -   ; $ 14.814 
3;P017;C064;15/7/2025;Si;Credito;Si; O0997 ; $ 5.980 ; $ 17.939 ; $ 2.000 ; $ 897 ; $ 20.836 
19;P149;C064;15/7/2025;No;Efectivo;No; O1010 ; $ 5.296 ; $ 100.632 ; $ -   ; $ -   ; $ 100.632 
8;P115;C064;15/7/2025;Si;Credito;Si; O1045 ; $ 3.930 ; $ 31.437 ; $ 2.000 ; $ 1.572 ; $ 35.009 
8;P032;C064;16/7/2025;No;Credito;Si; O1049 ; $ 2.563 ; $ 20.502 ; $ -   ; $ 1.025 ; $ 21.527 
11;P026;C064;20/7/2025;Si;Efectivo;No; O1348 ; $ 5.126 ; $ 56.381 ; $ 2.000 ; $ -   ; $ 58.381 
7;P034;C064;20/7/2025;No;Efectivo;No; O1377 ; $ 3.075 ; $ 21.527 ; $ -   ; $ -   ; $ 21.527 
3;P137;C064;28/7/2025;Si;Efectivo;No; O1837 ; $ 6.492 ; $ 19.477 ; $ 2.000 ; $ -   ; $ 21.477 
3;P053;C065;6/7/2025;Si;Efectivo;No; O0419 ; $ 2.050 ; $ 6.151 ; $ 2.000 ; $ -   ; $ 8.151 
14;P049;C065;7/7/2025;No;Efectivo;No; O0463 ; $ 2.050 ; $ 28.703 ; $ -   ; $ -   ; $ 28.703 
5;P032;C065;7/7/2025;Si;Efectivo;No; O0469 ; $ 2.563 ; $ 12.814 ; $ 2.000 ; $ -   ; $ 14.814 
15;P039;C065;9/7/2025;No;Efectivo;No; O0586 ; $ 1.709 ; $ 25.628 ; $ -   ; $ -   ; $ 25.628 
10;P046;C065;13/7/2025;No;Credito;Si; O0830 ; $ 2.050 ; $ 20.502 ; $ -   ; $ 1.025 ; $ 21.527 
16;P100;C065;14/7/2025;Si;Credito;Si; O0922 ; $ 2.392 ; $ 38.271 ; $ 2.000 ; $ 1.914 ; $ 42.184 
18;P083;C065;17/7/2025;Si;Efectivo;No; O1155 ; $ 2.563 ; $ 46.130 ; $ 2.000 ; $ -   ; $ 48.130 
3;P127;C065;18/7/2025;No;Efectivo;No; O1183 ; $ 4.100 ; $ 12.301 ; $ -   ; $ -   ; $ 12.301 
13;P082;C065;19/7/2025;No;Efectivo;No; O1303 ; $ 1.879 ; $ 24.432 ; $ -   ; $ -   ; $ 24.432 
3;P129;C065;20/7/2025;No;Efectivo;No; O1341 ; $ 4.271 ; $ 12.814 ; $ -   ; $ -   ; $ 12.814 
7;P103;C065;22/7/2025;No;Efectivo;No; O1441 ; $ 4.613 ; $ 32.291 ; $ -   ; $ -   ; $ 32.291 
12;P132;C065;24/7/2025;No;Credito;Si; O1571 ; $ 4.271 ; $ 51.256 ; $ -   ; $ 2.563 ; $ 53.818 
2;P040;C065;24/7/2025;No;Credito;Si; O1572 ; $ 1.709 ; $ 3.417 ; $ -   ; $ 171 ; $ 3.588 
14;P073;C066;2/7/2025;No;Credito;Si; O0135 ; $ 4.442 ; $ 62.190 ; $ -   ; $ 3.110 ; $ 65.300 
5;P085;C066;4/7/2025;Si;Efectivo;No; O0271 ; $ 5.126 ; $ 25.628 ; $ 2.000 ; $ -   ; $ 27.628 
4;P140;C066;5/7/2025;No;Efectivo;No; O0284 ; $ 6.492 ; $ 25.969 ; $ -   ; $ -   ; $ 25.969 
6;P011;C066;5/7/2025;Si;Efectivo;No; O0324 ; $ 3.759 ; $ 22.552 ; $ 2.000 ; $ -   ; $ 24.552 
17;P072;C066;14/7/2025;Si;Efectivo;No; O0939 ; $ 4.442 ; $ 75.517 ; $ 2.000 ; $ -   ; $ 77.517 
11;P086;C066;19/7/2025;Si;Efectivo;No; O1264 ; $ 5.980 ; $ 65.778 ; $ 2.000 ; $ -   ; $ 67.778 
6;P004;C066;22/7/2025;Si;Efectivo;No; O1474 ; $ 2.050 ; $ 12.301 ; $ 2.000 ; $ -   ; $ 14.301 
18;P119;C066;28/7/2025;Si;Efectivo;No; O1822 ; $ 5.467 ; $ 98.411 ; $ 2.000 ; $ -   ; $ 100.411 
3;P025;C067;3/7/2025;No;Efectivo;No; O0158 ; $ 5.126 ; $ 15.377 ; $ -   ; $ -   ; $ 15.377 
10;P123;C067;6/7/2025;Si;Efectivo;No; O0364 ; $ 2.734 ; $ 27.336 ; $ 2.000 ; $ -   ; $ 29.336 
8;P094;C067;6/7/2025;No;Efectivo;No; O0389 ; $ 6.151 ; $ 49.205 ; $ -   ; $ -   ; $ 49.205 
18;P003;C067;7/7/2025;Si;Efectivo;No; O0475 ; $ 2.050 ; $ 36.904 ; $ 2.000 ; $ -   ; $ 38.904 
13;P041;C067;7/7/2025;Si;Credito;Si; O0478 ; $ 1.709 ; $ 22.211 ; $ 2.000 ; $ 1.111 ; $ 25.321 
17;P072;C067;9/7/2025;Si;Efectivo;No; O0571 ; $ 4.442 ; $ 75.517 ; $ 2.000 ; $ -   ; $ 77.517 
3;P064;C067;12/7/2025;Si;Credito;Si; O0802 ; $ 5.126 ; $ 15.377 ; $ 2.000 ; $ 769 ; $ 18.145 
15;P093;C068;3/7/2025;No;Efectivo;No; O0166 ; $ 5.126 ; $ 76.883 ; $ -   ; $ -   ; $ 76.883 
11;P108;C068;6/7/2025;Si;Efectivo;No; O0384 ; $ 4.100 ; $ 45.105 ; $ 2.000 ; $ -   ; $ 47.105 
9;P040;C068;11/7/2025;No;Efectivo;No; O0693 ; $ 1.709 ; $ 15.377 ; $ -   ; $ -   ; $ 15.377 
11;P071;C068;14/7/2025;Si;Efectivo;No; O0924 ; $ 4.442 ; $ 48.864 ; $ 2.000 ; $ -   ; $ 50.864 
15;P026;C068;14/7/2025;No;Efectivo;No; O0941 ; $ 5.126 ; $ 76.883 ; $ -   ; $ -   ; $ 76.883 
1;P004;C068;17/7/2025;No;Credito;Si; O1159 ; $ 2.050 ; $ 2.050 ; $ -   ; $ 103 ; $ 2.153 
5;P018;C068;19/7/2025;No;Efectivo;No; O1288 ; $ 5.980 ; $ 29.899 ; $ -   ; $ -   ; $ 29.899 
4;P065;C068;19/7/2025;No;Credito;Si; O1300 ; $ 5.126 ; $ 20.502 ; $ -   ; $ 1.025 ; $ 21.527 
18;P129;C068;21/7/2025;No;Efectivo;No; O1414 ; $ 4.271 ; $ 76.883 ; $ -   ; $ -   ; $ 76.883 
17;P042;C068;22/7/2025;Si;Efectivo;No; O1460 ; $ 1.709 ; $ 29.045 ; $ 2.000 ; $ -   ; $ 31.045 
19;P139;C068;29/7/2025;No;Efectivo;No; O1874 ; $ 6.492 ; $ 123.355 ; $ -   ; $ -   ; $ 123.355 
2;P095;C068;30/7/2025;Si;Efectivo;No; O1951 ; $ 4.271 ; $ 8.543 ; $ 2.000 ; $ -   ; $ 10.543 
1;P083;C069;8/7/2025;No;Efectivo;No; O0531 ; $ 2.563 ; $ 2.563 ; $ -   ; $ -   ; $ 2.563 
4;P091;C069;15/7/2025;Si;Efectivo;No; O1026 ; $ 5.126 ; $ 20.502 ; $ 2.000 ; $ -   ; $ 22.502 
3;P124;C069;25/7/2025;Si;Efectivo;No; O1658 ; $ 2.734 ; $ 8.201 ; $ 2.000 ; $ -   ; $ 10.201 
12;P103;C069;29/7/2025;No;Efectivo;No; O1892 ; $ 4.613 ; $ 55.356 ; $ -   ; $ -   ; $ 55.356 
16;P020;C069;30/7/2025;No;Efectivo;No; O1993 ; $ 2.050 ; $ 32.804 ; $ -   ; $ -   ; $ 32.804 
14;P135;C070;4/7/2025;No;Efectivo;No; O0276 ; $ 6.492 ; $ 90.893 ; $ -   ; $ -   ; $ 90.893 
20;P058;C070;7/7/2025;Si;Credito;Si; O0436 ; $ 3.417 ; $ 68.341 ; $ 2.000 ; $ 3.417 ; $ 73.758 
14;P138;C070;10/7/2025;Si;Efectivo;No; O0607 ; $ 6.492 ; $ 90.893 ; $ 2.000 ; $ -   ; $ 92.893 
13;P032;C070;13/7/2025;Si;Credito;Si; O0839 ; $ 2.563 ; $ 33.316 ; $ 2.000 ; $ 1.666 ; $ 36.982 
8;P073;C070;16/7/2025;No;Efectivo;No; O1106 ; $ 4.442 ; $ 35.537 ; $ -   ; $ -   ; $ 35.537 
17;P049;C070;19/7/2025;Si;Credito;Si; O1298 ; $ 2.050 ; $ 34.854 ; $ 2.000 ; $ 1.743 ; $ 38.596 
16;P074;C070;26/7/2025;No;Efectivo;No; O1700 ; $ 1.879 ; $ 30.070 ; $ -   ; $ -   ; $ 30.070 
9;P015;C070;27/7/2025;Si;Efectivo;No; O1762 ; $ 5.296 ; $ 47.668 ; $ 2.000 ; $ -   ; $ 49.668 
5;P106;C070;29/7/2025;No;Efectivo;No; O1882 ; $ 4.100 ; $ 20.502 ; $ -   ; $ -   ; $ 20.502 
20;P003;C070;29/7/2025;Si;Efectivo;No; O1915 ; $ 2.050 ; $ 41.004 ; $ 2.000 ; $ -   ; $ 43.004 
7;P027;C071;1/7/2025;Si;Efectivo;No; O0036 ; $ 5.980 ; $ 41.859 ; $ 2.000 ; $ -   ; $ 43.859 
9;P134;C071;10/7/2025;No;Efectivo;No; O0667 ; $ 4.271 ; $ 38.442 ; $ -   ; $ -   ; $ 38.442 
6;P129;C071;11/7/2025;No;Efectivo;No; O0713 ; $ 4.271 ; $ 25.628 ; $ -   ; $ -   ; $ 25.628 
7;P070;C071;14/7/2025;Si;Efectivo;No; O0969 ; $ 4.442 ; $ 31.095 ; $ 2.000 ; $ -   ; $ 33.095 
13;P131;C071;19/7/2025;No;Efectivo;No; O1258 ; $ 4.271 ; $ 55.527 ; $ -   ; $ -   ; $ 55.527 
13;P001;C071;20/7/2025;Si;Efectivo;No; O1322 ; $ 1.025 ; $ 13.326 ; $ 2.000 ; $ -   ; $ 15.326 
11;P032;C071;20/7/2025;Si;Efectivo;No; O1365 ; $ 2.563 ; $ 28.191 ; $ 2.000 ; $ -   ; $ 30.191 
1;P095;C071;21/7/2025;No;Efectivo;No; O1385 ; $ 4.271 ; $ 4.271 ; $ -   ; $ -   ; $ 4.271 
5;P022;C071;21/7/2025;Si;Efectivo;No; O1437 ; $ 2.563 ; $ 12.814 ; $ 2.000 ; $ -   ; $ 14.814 
8;P057;C071;24/7/2025;Si;Efectivo;No; O1585 ; $ 3.417 ; $ 27.336 ; $ 2.000 ; $ -   ; $ 29.336 
7;P081;C071;26/7/2025;Si;Credito;Si; O1689 ; $ 5.980 ; $ 41.859 ; $ 2.000 ; $ 2.093 ; $ 45.952 
14;P062;C071;26/7/2025;No;Efectivo;No; O1718 ; $ 5.126 ; $ 71.758 ; $ -   ; $ -   ; $ 71.758 
18;P070;C072;7/7/2025;No;Credito;Si; O0432 ; $ 4.442 ; $ 79.959 ; $ -   ; $ 3.998 ; $ 83.957 
20;P053;C072;7/7/2025;No;Efectivo;No; O0464 ; $ 2.050 ; $ 41.004 ; $ -   ; $ -   ; $ 41.004 
11;P113;C072;10/7/2025;Si;Efectivo;No; O0676 ; $ 3.930 ; $ 43.226 ; $ 2.000 ; $ -   ; $ 45.226 
18;P087;C072;20/7/2025;No;Credito;Si; O1359 ; $ 5.980 ; $ 107.637 ; $ -   ; $ 5.382 ; $ 113.018 
16;P057;C072;24/7/2025;No;Efectivo;No; O1595 ; $ 3.417 ; $ 54.673 ; $ -   ; $ -   ; $ 54.673 
6;P075;C072;28/7/2025;Si;Efectivo;No; O1829 ; $ 1.879 ; $ 11.276 ; $ 2.000 ; $ -   ; $ 13.276 
17;P139;C073;2/7/2025;No;Efectivo;No; O0140 ; $ 6.492 ; $ 110.370 ; $ -   ; $ -   ; $ 110.370 
13;P022;C073;3/7/2025;Si;Efectivo;No; O0201 ; $ 2.563 ; $ 33.316 ; $ 2.000 ; $ -   ; $ 35.316 
5;P015;C073;4/7/2025;No;Efectivo;No; O0214 ; $ 5.296 ; $ 26.482 ; $ -   ; $ -   ; $ 26.482 
7;P106;C073;4/7/2025;No;Efectivo;No; O0259 ; $ 4.100 ; $ 28.703 ; $ -   ; $ -   ; $ 28.703 
19;P015;C073;8/7/2025;Si;Credito;Si; O0530 ; $ 5.296 ; $ 100.632 ; $ 2.000 ; $ 5.032 ; $ 107.663 
14;P148;C073;10/7/2025;No;Efectivo;No; O0662 ; $ 5.296 ; $ 74.150 ; $ -   ; $ -   ; $ 74.150 
2;P021;C073;13/7/2025;Si;Efectivo;No; O0832 ; $ 2.392 ; $ 4.784 ; $ 2.000 ; $ -   ; $ 6.784 
12;P105;C073;13/7/2025;Si;Efectivo;No; O0836 ; $ 5.809 ; $ 69.708 ; $ 2.000 ; $ -   ; $ 71.708 
18;P087;C073;13/7/2025;Si;Efectivo;No; O0876 ; $ 5.980 ; $ 107.637 ; $ 2.000 ; $ -   ; $ 109.637 
6;P122;C073;18/7/2025;No;Efectivo;No; O1206 ; $ 2.734 ; $ 16.402 ; $ -   ; $ -   ; $ 16.402 
8;P148;C073;29/7/2025;Si;Credito;Si; O1927 ; $ 5.296 ; $ 42.371 ; $ 2.000 ; $ 2.119 ; $ 46.490 
8;P117;C073;30/7/2025;Si;Efectivo;No; O1967 ; $ 5.467 ; $ 43.738 ; $ 2.000 ; $ -   ; $ 45.738 
17;P076;C074;1/7/2025;Si;Efectivo;No; O0015 ; $ 2.563 ; $ 43.567 ; $ 2.000 ; $ -   ; $ 45.567 
20;P090;C074;1/7/2025;Si;Efectivo;No; O0061 ; $ 1.709 ; $ 34.170 ; $ 2.000 ; $ -   ; $ 36.170 
15;P096;C074;4/7/2025;Si;Credito;Si; O0238 ; $ 4.271 ; $ 64.069 ; $ 2.000 ; $ 3.203 ; $ 69.273 
1;P065;C074;17/7/2025;No;Efectivo;No; O1117 ; $ 5.126 ; $ 5.126 ; $ -   ; $ -   ; $ 5.126 
4;P032;C074;25/7/2025;No;Efectivo;No; O1684 ; $ 2.563 ; $ 10.251 ; $ -   ; $ -   ; $ 10.251 
9;P130;C074;30/7/2025;No;Efectivo;No; O1961 ; $ 4.271 ; $ 38.442 ; $ -   ; $ -   ; $ 38.442 
7;P074;C075;7/7/2025;Si;Efectivo;No; O0422 ; $ 1.879 ; $ 13.156 ; $ 2.000 ; $ -   ; $ 15.156 
13;P134;C075;7/7/2025;Si;Efectivo;No; O0431 ; $ 4.271 ; $ 55.527 ; $ 2.000 ; $ -   ; $ 57.527 
3;P059;C075;8/7/2025;Si;Efectivo;No; O0509 ; $ 3.417 ; $ 10.251 ; $ 2.000 ; $ -   ; $ 12.251 
4;P081;C075;10/7/2025;No;Credito;Si; O0663 ; $ 5.980 ; $ 23.919 ; $ -   ; $ 1.196 ; $ 25.115 
8;P042;C075;11/7/2025;Si;Efectivo;No; O0734 ; $ 1.709 ; $ 13.668 ; $ 2.000 ; $ -   ; $ 15.668 
12;P062;C075;15/7/2025;Si;Efectivo;No; O1008 ; $ 5.126 ; $ 61.507 ; $ 2.000 ; $ -   ; $ 63.507 
19;P100;C075;19/7/2025;No;Credito;Si; O1251 ; $ 2.392 ; $ 45.447 ; $ -   ; $ 2.272 ; $ 47.719 
16;P033;C075;22/7/2025;Si;Credito;Si; O1449 ; $ 2.563 ; $ 41.004 ; $ 2.000 ; $ 2.050 ; $ 45.055 
5;P138;C075;22/7/2025;No;Efectivo;No; O1491 ; $ 6.492 ; $ 32.462 ; $ -   ; $ -   ; $ 32.462 
18;P039;C075;23/7/2025;No;Efectivo;No; O1554 ; $ 1.709 ; $ 30.753 ; $ -   ; $ -   ; $ 30.753 
18;P045;C075;25/7/2025;No;Efectivo;No; O1652 ; $ 5.126 ; $ 92.260 ; $ -   ; $ -   ; $ 92.260 
20;P012;C076;1/7/2025;Si;Efectivo;No; O0070 ; $ 5.126 ; $ 102.511 ; $ 2.000 ; $ -   ; $ 104.511 
9;P055;C076;15/7/2025;No;Efectivo;No; O1014 ; $ 3.417 ; $ 30.753 ; $ -   ; $ -   ; $ 30.753 
3;P047;C076;16/7/2025;No;Efectivo;No; O1083 ; $ 2.050 ; $ 6.151 ; $ -   ; $ -   ; $ 6.151 
16;P090;C076;18/7/2025;Si;Efectivo;No; O1221 ; $ 1.709 ; $ 27.336 ; $ 2.000 ; $ -   ; $ 29.336 
9;P005;C076;23/7/2025;Si;Efectivo;No; O1533 ; $ 2.563 ; $ 23.065 ; $ 2.000 ; $ -   ; $ 25.065 
2;P046;C077;2/7/2025;No;Efectivo;No; O0118 ; $ 2.050 ; $ 4.100 ; $ -   ; $ -   ; $ 4.100 
17;P041;C077;3/7/2025;No;Efectivo;No; O0213 ; $ 1.709 ; $ 29.045 ; $ -   ; $ -   ; $ 29.045 
18;P107;C077;10/7/2025;Si;Efectivo;No; O0631 ; $ 4.100 ; $ 73.808 ; $ 2.000 ; $ -   ; $ 75.808 
14;P118;C077;23/7/2025;Si;Efectivo;No; O1557 ; $ 5.467 ; $ 76.542 ; $ 2.000 ; $ -   ; $ 78.542 
9;P055;C077;26/7/2025;No;Efectivo;No; O1734 ; $ 3.417 ; $ 30.753 ; $ -   ; $ -   ; $ 30.753 
18;P001;C078;8/7/2025;No;Efectivo;No; O0492 ; $ 1.025 ; $ 18.452 ; $ -   ; $ -   ; $ 18.452 
4;P128;C078;8/7/2025;Si;Efectivo;No; O0538 ; $ 4.100 ; $ 16.402 ; $ 2.000 ; $ -   ; $ 18.402 
17;P031;C078;18/7/2025;No;Credito;Si; O1226 ; $ 2.392 ; $ 40.663 ; $ -   ; $ 2.033 ; $ 42.696 
18;P113;C078;19/7/2025;Si;Efectivo;No; O1256 ; $ 3.930 ; $ 70.733 ; $ 2.000 ; $ -   ; $ 72.733 
1;P077;C078;26/7/2025;No;Efectivo;No; O1696 ; $ 2.563 ; $ 2.563 ; $ -   ; $ -   ; $ 2.563 
13;P043;C078;27/7/2025;Si;Credito;Si; O1798 ; $ 5.126 ; $ 66.632 ; $ 2.000 ; $ 3.332 ; $ 71.964 
9;P114;C078;28/7/2025;Si;Efectivo;No; O1851 ; $ 3.930 ; $ 35.366 ; $ 2.000 ; $ -   ; $ 37.366 
14;P123;C078;30/7/2025;Si;Efectivo;No; O1976 ; $ 2.734 ; $ 38.271 ; $ 2.000 ; $ -   ; $ 40.271 
16;P043;C079;2/7/2025;No;Efectivo;No; O0148 ; $ 5.126 ; $ 82.009 ; $ -   ; $ -   ; $ 82.009 
12;P075;C079;9/7/2025;No;Credito;Si; O0563 ; $ 1.879 ; $ 22.552 ; $ -   ; $ 1.128 ; $ 23.680 
10;P062;C079;26/7/2025;No;Efectivo;No; O1697 ; $ 5.126 ; $ 51.256 ; $ -   ; $ -   ; $ 51.256 
1;P104;C079;29/7/2025;No;Efectivo;No; O1878 ; $ 5.809 ; $ 5.809 ; $ -   ; $ -   ; $ 5.809 
14;P011;C080;8/7/2025;Si;Efectivo;No; O0491 ; $ 3.759 ; $ 52.622 ; $ 2.000 ; $ -   ; $ 54.622 
11;P059;C080;10/7/2025;Si;Credito;Si; O0653 ; $ 3.417 ; $ 37.587 ; $ 2.000 ; $ 1.879 ; $ 41.467 
20;P069;C080;12/7/2025;Si;Efectivo;No; O0815 ; $ 4.442 ; $ 88.843 ; $ 2.000 ; $ -   ; $ 90.843 
18;P030;C080;24/7/2025;No;Efectivo;No; O1593 ; $ 2.050 ; $ 36.904 ; $ -   ; $ -   ; $ 36.904 
14;P025;C080;25/7/2025;No;Efectivo;No; O1630 ; $ 5.126 ; $ 71.758 ; $ -   ; $ -   ; $ 71.758 
1;P130;C080;26/7/2025;Si;Credito;Si; O1710 ; $ 4.271 ; $ 4.271 ; $ 2.000 ; $ 214 ; $ 6.485 
10;P084;C081;1/7/2025;Si;Credito;Si; O0021 ; $ 5.126 ; $ 51.256 ; $ 2.000 ; $ 2.563 ; $ 55.818 
9;P145;C081;10/7/2025;No;Efectivo;No; O0639 ; $ 3.930 ; $ 35.366 ; $ -   ; $ -   ; $ 35.366 
5;P117;C081;13/7/2025;Si;Credito;Si; O0826 ; $ 5.467 ; $ 27.336 ; $ 2.000 ; $ 1.367 ; $ 30.703 
18;P004;C081;16/7/2025;No;Efectivo;No; O1070 ; $ 2.050 ; $ 36.904 ; $ -   ; $ -   ; $ 36.904 
6;P128;C081;19/7/2025;Si;Efectivo;No; O1249 ; $ 4.100 ; $ 24.603 ; $ 2.000 ; $ -   ; $ 26.603 
1;P022;C081;19/7/2025;Si;Efectivo;No; O1265 ; $ 2.563 ; $ 2.563 ; $ 2.000 ; $ -   ; $ 4.563 
7;P123;C081;27/7/2025;Si;Efectivo;No; O1759 ; $ 2.734 ; $ 19.135 ; $ 2.000 ; $ -   ; $ 21.135 
19;P122;C081;29/7/2025;No;Efectivo;No; O1883 ; $ 2.734 ; $ 51.939 ; $ -   ; $ -   ; $ 51.939 
8;P072;C082;2/7/2025;No;Credito;Si; O0077 ; $ 4.442 ; $ 35.537 ; $ -   ; $ 1.777 ; $ 37.314 
20;P073;C082;9/7/2025;Si;Efectivo;No; O0585 ; $ 4.442 ; $ 88.843 ; $ 2.000 ; $ -   ; $ 90.843 
16;P034;C082;19/7/2025;Si;Efectivo;No; O1269 ; $ 3.075 ; $ 49.205 ; $ 2.000 ; $ -   ; $ 51.205 
2;P071;C082;21/7/2025;No;Credito;Si; O1386 ; $ 4.442 ; $ 8.884 ; $ -   ; $ 444 ; $ 9.329 
14;P028;C082;30/7/2025;Si;Efectivo;No; O1944 ; $ 5.980 ; $ 83.717 ; $ 2.000 ; $ -   ; $ 85.717 
19;P029;C083;4/7/2025;No;Efectivo;No; O0233 ; $ 2.050 ; $ 38.954 ; $ -   ; $ -   ; $ 38.954 
9;P074;C083;5/7/2025;Si;Credito;Si; O0352 ; $ 1.879 ; $ 16.914 ; $ 2.000 ; $ 846 ; $ 19.760 
16;P051;C083;6/7/2025;No;Efectivo;No; O0379 ; $ 2.050 ; $ 32.804 ; $ -   ; $ -   ; $ 32.804 
5;P128;C083;7/7/2025;No;Efectivo;No; O0452 ; $ 4.100 ; $ 20.502 ; $ -   ; $ -   ; $ 20.502 
4;P073;C083;8/7/2025;Si;Efectivo;No; O0486 ; $ 4.442 ; $ 17.769 ; $ 2.000 ; $ -   ; $ 19.769 
2;P025;C083;12/7/2025;No;Efectivo;No; O0818 ; $ 5.126 ; $ 10.251 ; $ -   ; $ -   ; $ 10.251 
2;P052;C083;18/7/2025;Si;Efectivo;No; O1227 ; $ 2.050 ; $ 4.100 ; $ 2.000 ; $ -   ; $ 6.100 
3;P030;C083;20/7/2025;Si;Efectivo;No; O1314 ; $ 2.050 ; $ 6.151 ; $ 2.000 ; $ -   ; $ 8.151 
1;P059;C083;25/7/2025;Si;Credito;Si; O1673 ; $ 3.417 ; $ 3.417 ; $ 2.000 ; $ 171 ; $ 5.588 
8;P078;C083;28/7/2025;Si;Efectivo;No; O1831 ; $ 5.126 ; $ 41.004 ; $ 2.000 ; $ -   ; $ 43.004 
4;P110;C084;1/7/2025;No;Efectivo;No; O0011 ; $ 2.221 ; $ 8.884 ; $ -   ; $ -   ; $ 8.884 
20;P137;C084;3/7/2025;No;Efectivo;No; O0187 ; $ 6.492 ; $ 129.847 ; $ -   ; $ -   ; $ 129.847 
18;P101;C084;7/7/2025;No;Credito;Si; O0479 ; $ 2.392 ; $ 43.055 ; $ -   ; $ 2.153 ; $ 45.207 
19;P038;C084;20/7/2025;No;Efectivo;No; O1366 ; $ 5.980 ; $ 113.616 ; $ -   ; $ -   ; $ 113.616 
18;P017;C084;22/7/2025;Si;Efectivo;No; O1457 ; $ 5.980 ; $ 107.637 ; $ 2.000 ; $ -   ; $ 109.637 
6;P015;C084;27/7/2025;Si;Efectivo;No; O1751 ; $ 5.296 ; $ 31.778 ; $ 2.000 ; $ -   ; $ 33.778 
9;P104;C085;11/7/2025;No;Efectivo;No; O0750 ; $ 5.809 ; $ 52.281 ; $ -   ; $ -   ; $ 52.281 
12;P110;C085;13/7/2025;No;Credito;Si; O0841 ; $ 2.221 ; $ 26.653 ; $ -   ; $ 1.333 ; $ 27.986 
3;P048;C085;14/7/2025;Si;Efectivo;No; O0911 ; $ 2.050 ; $ 6.151 ; $ 2.000 ; $ -   ; $ 8.151 
15;P075;C085;14/7/2025;Si;Efectivo;No; O0938 ; $ 1.879 ; $ 28.191 ; $ 2.000 ; $ -   ; $ 30.191 
10;P072;C086;5/7/2025;No;Efectivo;No; O0286 ; $ 4.442 ; $ 44.421 ; $ -   ; $ -   ; $ 44.421 
10;P016;C086;8/7/2025;Si;Efectivo;No; O0502 ; $ 5.296 ; $ 52.964 ; $ 2.000 ; $ -   ; $ 54.964 
13;P138;C086;11/7/2025;Si;Efectivo;No; O0694 ; $ 6.492 ; $ 84.401 ; $ 2.000 ; $ -   ; $ 86.401 
11;P085;C086;12/7/2025;No;Efectivo;No; O0803 ; $ 5.126 ; $ 56.381 ; $ -   ; $ -   ; $ 56.381 
2;P049;C086;15/7/2025;Si;Efectivo;No; O1022 ; $ 2.050 ; $ 4.100 ; $ 2.000 ; $ -   ; $ 6.100 
9;P068;C086;22/7/2025;No;Efectivo;No; O1477 ; $ 4.442 ; $ 39.979 ; $ -   ; $ -   ; $ 39.979 
19;P141;C086;25/7/2025;No;Credito;Si; O1634 ; $ 6.492 ; $ 123.355 ; $ -   ; $ 6.168 ; $ 129.523 
7;P029;C086;26/7/2025;Si;Efectivo;No; O1720 ; $ 2.050 ; $ 14.352 ; $ 2.000 ; $ -   ; $ 16.352 
2;P116;C086;30/7/2025;Si;Efectivo;No; O1984 ; $ 3.930 ; $ 7.859 ; $ 2.000 ; $ -   ; $ 9.859 
20;P027;C087;1/7/2025;Si;Efectivo;No; O0043 ; $ 5.980 ; $ 119.596 ; $ 2.000 ; $ -   ; $ 121.596 
2;P036;C087;1/7/2025;Si;Efectivo;No; O0052 ; $ 5.126 ; $ 10.251 ; $ 2.000 ; $ -   ; $ 12.251 
13;P082;C087;6/7/2025;No;Credito;Si; O0403 ; $ 1.879 ; $ 24.432 ; $ -   ; $ 1.222 ; $ 25.653 
4;P138;C087;8/7/2025;No;Efectivo;No; O0540 ; $ 6.492 ; $ 25.969 ; $ -   ; $ -   ; $ 25.969 
18;P143;C087;9/7/2025;Si;Efectivo;No; O0584 ; $ 3.417 ; $ 61.507 ; $ 2.000 ; $ -   ; $ 63.507 
1;P131;C087;11/7/2025;Si;Credito;Si; O0682 ; $ 4.271 ; $ 4.271 ; $ 2.000 ; $ 214 ; $ 6.485 
14;P112;C087;15/7/2025;No;Credito;Si; O0995 ; $ 2.221 ; $ 31.095 ; $ -   ; $ 1.555 ; $ 32.650 
13;P115;C087;15/7/2025;No;Efectivo;No; O1025 ; $ 3.930 ; $ 51.085 ; $ -   ; $ -   ; $ 51.085 
5;P108;C087;24/7/2025;No;Credito;Si; O1564 ; $ 4.100 ; $ 20.502 ; $ -   ; $ 1.025 ; $ 21.527 
16;P128;C087;26/7/2025;Si;Efectivo;No; O1694 ; $ 4.100 ; $ 65.607 ; $ 2.000 ; $ -   ; $ 67.607 
5;P097;C087;30/7/2025;No;Efectivo;No; O1934 ; $ 4.271 ; $ 21.356 ; $ -   ; $ -   ; $ 21.356 
4;P081;C088;2/7/2025;Si;Efectivo;No; O0134 ; $ 5.980 ; $ 23.919 ; $ 2.000 ; $ -   ; $ 25.919 
20;P108;C088;3/7/2025;No;Efectivo;No; O0192 ; $ 4.100 ; $ 82.009 ; $ -   ; $ -   ; $ 82.009 
7;P069;C088;9/7/2025;No;Efectivo;No; O0591 ; $ 4.442 ; $ 31.095 ; $ -   ; $ -   ; $ 31.095 
